ticker,sharpe,max_dd,score
LEN,0.17965414033648633,-0.5207101828803561,-0.08070095110369171
PAYX,0.16250214636718216,-0.4972883612324629,-0.08614203424904929
IP,0.1307673483523335,-0.4432533923835753,-0.09085934783945415
KIM,0.10736770539115,-0.3984812120361251,-0.09187290062691254
WYNN,0.22875304028723956,-0.6416028303382588,-0.09204837488188986
NXPI,0.2170687173213583,-0.6242906150775631,-0.09507659021742326
HPE,0.17058026255072392,-0.5315480886309475,-0.09519378176474982
BKR,0.19106607971640507,-0.5824608982629697,-0.10016436941507975
CPT,0.11348239203048599,-0.43298361170451605,-0.10300941382177203
PYPL,0.18909305974968105,-0.595895985336242,-0.10885493291843995
SNPS,0.18064631920000407,-0.5848202886409175,-0.11176382512045469
VRSN,0.18583003812587456,-0.5958181312900817,-0.11207902751916626
BBY,0.12846983286681102,-0.4915724179859712,-0.11731637612617457
F,0.20245590238928837,-0.6512667477154791,-0.12317747146845118
BALL,0.09533547138824226,-0.45245536529499253,-0.130892211259254
WY,0.04439887937966252,-0.37958818965564045,-0.1453952154481577
CVX,0.10460697036765595,-0.5013161284015963,-0.14605109383314221
NEE,0.13157700715531195,-0.5585309673499708,-0.14768847651967343
NI,0.1092979081410347,-0.5218283395039052,-0.1516162616109179
EXPD,0.14948748450710528,-0.6023292913175127,-0.15167716115165106
CCI,0.09059514181337198,-0.4921952912589558,-0.15550250381610592
FANG,0.1566141942082848,-0.6318966076366255,-0.15933410961002795
HAS,0.08835695705234553,-0.5025388992045391,-0.16291249254992402
XOM,0.09401397116375236,-0.5150234980236401,-0.16349777784806768
NWSA,0.07861013879002558,-0.503823331450417,-0.17330152693518291
SNA,0.06674007740901174,-0.48909494037615187,-0.1778073927790642
EXC,0.0313111624275347,-0.41941365553592924,-0.17839566534042992
V,0.09577863281814292,-0.560197793554492,-0.18432026395910306
BA,0.1557856835229404,-0.6878009929496082,-0.1881148129518637
EXR,0.04205754705536618,-0.4686238617386217,-0.19225438381394466
PSX,0.05855374308722076,-0.5023169858788901,-0.19260474985222428
HOLX,0.01863341277344311,-0.4239124272567203,-0.19332280085491704
EQT,0.1339243021183955,-0.6565091263147784,-0.1943302610389937
PNW,0.0032019346219089853,-0.3986718561488646,-0.1961339934525233
UDR,-0.015235226812773004,-0.3633655826802611,-0.19691801815290355
AIG,0.03364058006647921,-0.47035634207994015,-0.20153759097349086
SRE,0.010071634633599624,-0.4328798792732452,-0.206368305003023
RVTY,0.10758072713402665,-0.6366163755250523,-0.2107274606284995
OMC,-0.006119066077602923,-0.42020283223423815,-0.216220482194722
CPAY,0.003979941320813656,-0.4503840383918748,-0.22121207787512373
NUE,0.07861320739229416,-0.604894497439874,-0.22383404132764284
CMS,0.02658225465151161,-0.5087283009010358,-0.2277818957990063
DUK,-0.015687853102501773,-0.43821177702011727,-0.2347937416125604
REG,-0.03485793934760181,-0.40124241890276025,-0.23547914879898194
MDT,-0.015050102060382486,-0.45424675307910667,-0.24217347859993582
BXP,-0.03137058875686805,-0.426232085124295,-0.24448663131901555
PFE,-0.023266355025167156,-0.4443965317242168,-0.24546462088727555
WAB,0.03606867706974827,-0.5681587638836134,-0.24801070487205845
LUV,0.07415159974683148,-0.6514451301026281,-0.25157096530448253
SWK,-0.0014791577369071248,-0.5039046641572488,-0.2534314898155315
GIS,-0.08420698212974365,-0.3483976675193632,-0.25840581588942524
WDAY,0.029091333014318106,-0.582151079210069,-0.2619842065907164
ULTA,0.07047395227816829,-0.6653127986847858,-0.2621824470642246
